# This file contains a set of learnable Amarant's abilities.
# You must set 48 different items.
# Use 0 for a void ability, 1-191 for active abilities and 192-254 (id + 192) for passive abilities.
# -----------------------------------
# Id;AP
# UInt8;UInt8
# -----------------------------------
125;30;# Chakra
126;90;# Spare Change
127;25;# No Mercy
128;25;# Aura
129;20;# Curse
130;35;# Revive
131;50;# Demi Shock
132;40;# Countdown
192;85;# Auto-Reflect
193;35;# Auto-Float
194;70;# Auto-Haste
195;35;# Auto-Regen
196;140;# Auto-Life
197;10;# HP+10%
198;40;# HP+20%
201;30;# Accuracy+
203;210;# Long Reach
204;60;# MP Attack
205;10;# Bird Killer
206;10;# Bug Killer
207;10;# Stone Killer
208;10;# Undead Killer
210;10;# Devil Killer
211;10;# Beast Killer
212;10;# Man Eater
216;40;# Healer
217;20;# Add Status
218;35;# Gamble Defense
220;125;# Power Throw
221;30;# Power Up
227;60;# High Tide
228;240;# Counter
229;90;# Cover
231;50;# Eye 4 Eye
232;30;# Body Temp
233;30;# Alert
235;50;# Level Up
236;80;# Ability Up
238;30;# Flee-Gil
240;20;# Insomniac
241;25;# Antibody
242;25;# Bright Eyes
244;75;# Restore HP
245;15;# Jelly
246;170;# Return Magic
248;30;# Auto-Potion
249;20;# Locomotion
250;30;# Clear Headed
