# This file contains a set of learnable Marcus2's abilities.
# You must set 48 different items.
# Use 0 for a void ability, 1-191 for active abilities and 192-254 (id + 192) for passive abilities.
# -----------------------------------
# Id;AP
# UInt8;UInt8
# -----------------------------------
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
0;0;# Void
