#! IncludeId
#! UseStatusList
# This file contains a set of usable item effects.
# You must set at least 32 different items.
# -----------------------------------------------
# Id;Targets;DefaultAlly;Display;AnimationId;ForDead;DefaultDead;ScriptId;Power;Rate;Elements;Status
# Int32;UInt8;Bit;UInt8;Int16;Bit;Bit;Int32;Int32;Int32;UInt8;UInt32
# -----------------------------------------------
0;0;1;1;292;0;0;74;12;0;0;;# 224 - Garnet
1;0;1;1;292;0;0;74;20;0;0;;# 225 - Amethyst
2;0;1;1;292;0;0;74;28;0;0;;# 226 - Aquamarine
3;0;1;1;292;0;0;74;36;0;0;;# 227 - Diamond
4;0;1;1;292;0;0;74;44;0;0;;# 228 - Emerald
5;0;1;1;292;0;0;74;52;0;0;;# 229 - Moonstone
6;0;1;1;292;0;0;74;60;0;0;;# 230 - Ruby
7;0;1;1;292;0;0;74;68;0;0;;# 231 - Peridot
8;0;1;1;292;0;0;74;76;0;0;;# 232 - Sapphire
9;0;1;1;292;0;0;74;84;0;0;;# 233 - Opal
10;0;1;1;292;0;0;74;92;0;0;;# 234 - Topaz
11;0;1;1;292;0;0;74;100;0;0;;# 235 - Lapis Lazuli
12;0;1;1;8;0;0;69;10;0;0;;# 236 - Potion
13;0;1;1;141;0;0;69;30;0;0;;# 237 - Hi-Potion
14;0;1;2;278;0;0;70;10;0;0;;# 238 - Ether
15;0;1;1;40;0;0;71;0;0;0;;# 239 - Elixir
16;0;1;1;17;1;1;72;0;0;0;Death(8);# 240 - Phoenix Down
17;0;1;3;279;0;0;73;0;0;0;Silence(3);# 241 - Echo Screen
18;0;1;3;13;1;0;62;0;0;0;Petrify(0), GradualPetrify(31);# 242 - Soft
19;0;1;3;12;0;0;73;0;0;0;Venom(1), Poison(16);# 243 - Antidote
20;0;1;3;280;0;0;73;0;0;0;Blind(4);# 244 - Eye Drops
21;0;1;3;281;1;0;73;0;0;0;Zombie(6);# 245 - Magic Tag
22;0;1;3;282;0;0;73;0;0;0;Virus(2);# 246 - Vaccine
23;0;1;3;11;0;0;73;0;0;0;Venom(1), Silence(3), Blind(4), Stop(12), Poison(16), Mini(28), GradualPetrify(31);# 247 - Remedy
24;0;1;3;283;0;0;73;0;0;0;Trouble(5);# 248 - Annoyntment
25;0;1;1;17;1;1;72;0;0;0;Death(8);# 249 - Phoenix Pinion
26;0;0;0;287;0;0;77;0;0;0;;# 250 - Dark Matter
27;0;1;3;289;0;0;73;0;0;0;Berserk(11);# 251 - Gysahl Greens
28;0;0;0;288;0;0;75;30;0;0;;# 252 - Dead Pepper
29;0;1;1;290;0;0;76;0;50;0;Silence(3), Blind(4), Poison(16);# 253 - Tent
30;0;1;1;292;0;0;74;4;0;0;;# 254 - Ore
31;0;0;0;0;0;0;0;0;0;0;;# 255 - open 255
